article_id,ticker,published_at,date,source_name,author,title,description,content,content_truncated,url,sentiment_score,sentiment_label,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
38,AAPL,2026-03-31T21:07:08Z,2026-03-31,Goodereader,Michael Kozlowski,Apple Books will soon get Trophies and Medals,"In the next Apple software update for all devices, Apple Books will finally get some love. Achievements and medals will be introduced.
The post Apple Books will soon get Trophies and Medals first appeared on Good e-Reader.","In an upcoming Apple software update, Apple Books will finally get some love. There will be new awards and medals provided for reading e-books and listening to audiobooks. The Apple year-end awards w",True,https://goodereader.com/blog/e-book-news/apple-books-will-soon-get-trophies-and-medals,0.8807,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
39,AAPL,2026-03-31T21:12:06Z,2026-03-31,Android Authority,Ryan McNeal,Nothing could expand past smartphones with new smart glasses next year,Nothing is reportedly working on smart glasses and new earbuds. The smart glasses could launch sooner than you expect.,<ul><li>Nothing appears to be working on smart glasses.</li><li>These smart glasses will reportedly arrive in the first half of 2027.</li><li>Its also reported that Nothing plans to launch new earbud,True,https://www.androidauthority.com/nothing-smart-glasses-3653701/,0.6597,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
40,AAPL,2026-03-31T21:13:47Z,2026-03-31,Slashdot.org,feedfeeder,'Only limited by the physics': inside Apple’s AirPods Max 2 and the H2 chip upgrade - TechRadar,"'Only limited by the physics': inside Apple’s AirPods Max 2 and the H2 chip upgradeTechRadar Apple AirPods Max 2 Review: A More Significant Upgrade Than I ExpectedCNET The AirPods Max 2 are a great sequel, but not an ambitious oneThe Verge Apple releases new …",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,False,https://slashdot.org/firehose.pl?op=view&amp;id=181194458,-0.0418,neutral,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
41,AAPL,2026-03-31T21:19:32Z,2026-03-31,Android Headlines,Rishaj Upadhyay,Apple’s Improved AI-Infused Siri Will Reportedly Handle Multiple Commands in One Go,The post Apple’s Improved AI-Infused Siri Will Reportedly Handle Multiple Commands in One Go appeared first on Android Headlines.,"Apple, despite being unable to leave its mark in the already intensified AI race, hasnt quite given up on its AI ambitions. The company is looking to make a grand comeback with AI-powered Siri. As WW",True,https://www.androidheadlines.com/2026/03/apples-improved-ai-infused-siri-will-reportedly-handle-multiple-commands-in-one-go.html,0.4215,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
42,AAPL,2026-03-31T21:19:38Z,2026-03-31,CNET,Blake Stimac,Museum Commemorates Apple's 50 Years With Anniversary Exhibit,The exhibit promises an interactive experience with some of Apple's greatest products.,"Apple has been defining technology for 50 years, and a museum is ready to commemorate it for the anniversary. On April 1, the Mimms Museum of Technology and Art will open an extensive exhibit that sh",True,https://www.cnet.com/tech/museum-apple-50-year-anniversary-exhibit/,0.3612,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
43,AAPL,2026-03-31T21:20:00Z,2026-03-31,Werd.io,Ben Werdmuller,An alternate history of social media,I joined Rabble on the Revolution.Social podcast.,"I've been remiss about sharing it here, but I really enjoyed my conversation with Rabble on his excellent Revolution.Social podcast, which published earlier this month. Revolution.Social describes it",True,https://werd.io/an-alternate-history-of-social-media/,0.9159,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
44,AAPL,2026-03-31T21:21:29Z,2026-03-31,Jasonferruggia.com,Jason Ferruggia,The Biggest Mistake You Can Make in Life,"In this episode, I'm breaking down the habits, the mindset, the mistakes to avoid, and the standards you need to abide by in order to absolutely dominate life...
The post The Biggest Mistake You Can Make in Life appeared first on Jason Ferruggia.","What does it really take to level up in life?
Whether it be your fitness, mindset, relationships, career… There’s only one thing holding you back. 
And that thing is YOU. 
Feeling stuck?
Not lovi",True,https://jasonferruggia.com/biggest-mistake-in-life/,0.2406,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
45,AAPL,2026-03-31T21:23:49Z,2026-03-31,Cosmopolitan.com,Tamara Fuentes,We're Finally Getting the Julia Garner-Led Madonna Biopic (Sort Of),Seth Rogen finally doing what the rest of Hollywood was too cowardly to do.,"Madonna and Julia Garner were spotted last week by Deuxmoi seemingly shooting scenes together, it forced us all to remember that, at one point, Julia was supposed to be playing the pop star on the bi",True,https://www.cosmopolitan.com/entertainment/tv/a70898807/julia-garner-madonna-biopic-the-studio/,-0.296,negative,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
46,AAPL,2026-03-31T21:24:19Z,2026-03-31,Screen Rant,Greg MacArthur,Jon Hamm’s 9-Part Crime Series Is Worth An Easy Mid-Week Binge Before Season 2 Premieres,"Discover Jon Hamm's critically acclaimed 9-part crime series on Apple TV, now a must-watch mid-week binge before its season 2 premiere this week.",Jon Hamm's critically acclaimed 9-part crime series is worth an easy mid-week binge before season 2 premieres on Apple TV in just a few days. The crime drama series is already one of the most anticip,True,https://screenrant.com/jon-hamm-series-your-friends-and-neighbors-season-2-watch/,-0.4939,negative,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
47,AAPL,2026-03-31T21:24:58Z,2026-03-31,Screen Rant,Mona Khalifeh,Sons of Anarchy Prequel: Creator Kurt Sutter Hints At Possible Return,"Kurt Sutter, creator of Sons of Anarchy, reveals the scrapped prequel series is not completely off the table, as he rebuilds his relationship with FX Networks chairman John Landgraf.","Kurt Sutter isn't ruling out a return to the Sons of Anarchy universe just yet. Despite the long-scrapped prequel series and his highly publicized exit from FX seven years ago, Sutter has revealed th",True,https://screenrant.com/sons-of-anarchy-prequel-series-update-kurt-sutter/,0.0,neutral,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
48,AAPL,2026-03-31T21:25:12Z,2026-03-31,Wired,"Dell Cameron, Louise Matsakis",Iran Threatens to Start Attacking Major US Tech Firms on April 1,"Tech giants like Apple, Google, and Microsoft are among those on a target list released by Iran’s Islamic Revolutionary Guard Corps.",Irans Islamic Revolutionary Guard Corps warned Tuesday that it plans to begin attacking more than a dozen American companies across the Middle East on Wednesday in retaliation for the killing of Iran,True,https://www.wired.com/story/iran-threatens-to-start-attacking-major-us-tech-firms-on-april-1/,-0.8591,negative,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
49,AAPL,2026-03-31T21:25:19Z,2026-03-31,9to5Mac,Marcus Mendes,Oscar nominee Stellan Skarsgård to star in untitled Apple TV thriller series,"Swedish actor Stellan Skarsgård (Sentimental Value) is set to star alongside Dakota Fanning (All Her Fault) in an upcoming untitled international thriller series for Apple TV. Here’s what we know about it so far.



 more…",Swedish actor Stellan Skarsgård (Sentimental Value) is set to star alongside Dakota Fanning (All Her Fault) in an upcoming untitled international thriller series for Apple TV. Heres what we know abou,True,https://9to5mac.com/2026/03/31/oscar-nominee-stellan-skarsgard-to-star-in-untitled-apple-tv-thriller-series/,0.34,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
50,AAPL,2026-03-31T21:25:42Z,2026-03-31,Pypi.org,Unknown,superdoc-sdk-cli-darwin-arm64 1.3.0.dev52,SuperDoc CLI binary for macOS ARM64 (Apple Silicon),"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe",True,https://pypi.org/project/superdoc-sdk-cli-darwin-arm64/1.3.0.dev52/,0.3182,positive,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
51,AAPL,2026-03-31T21:26:43Z,2026-03-31,Foreign Policy,Alexandra Sharp,Iran Says It Will Target U.S. Tech Companies in the Middle East,The threat comes as U.S. Defense Secretary Pete Hegseth warned of a decisive next few days in the war.,"Welcome back to World Brief, where were looking at major U.S. and Iranian military operations, concerns that Hungary is too close to Russia, and Israels new capital punishment law for Palestinians in",True,http://foreignpolicy.com/2026/03/31/iran-threat-us-tech-companies-irgc-hegseth-strait-hormuz-esfahan-oil-prices/,-0.0516,negative,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
52,AAPL,2026-03-31T21:30:48Z,2026-03-31,Yanko Design,Srishti Mitra,This Coin-Sized Sensor Turns Any Analog Watch Into a Fitness Tracker,"This Coin-Sized Sensor Turns Any Analog Watch Into a Fitness TrackerThere is always a persistent tension in the watch world. Smartwatches do a lot, but they rarely look good doing it. Analog watches look exceptional,...","There is always a persistent tension in the watch world. Smartwatches do a lot, but they rarely look good doing it. Analog watches look exceptional, but they’ll never ping you when you’ve hit 10,000",True,https://www.yankodesign.com/2026/03/31/this-coin-sized-sensor-turns-any-analog-watch-into-a-fitness-tracker/,-0.5802,negative,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
53,AAPL,2026-03-31T21:32:48Z,2026-03-31,Slashdot.org,feedfeeder,Apple Tests Siri Feature That Handles Multiple Commands at Once - Bloomberg.com,Apple Tests Siri Feature That Handles Multiple Commands at OnceBloomberg.com New Siri multitasking upgrade detailed in latest iOS 27 report9to5Mac Apple Can ‘Distill’ Google’s Big Gemini ModelThe Information Apple's Siri might get an AI app store of its ownMa…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,False,https://slashdot.org/firehose.pl?op=view&amp;id=181194536,-0.0418,neutral,247.91000366210932,255.47999572753903,247.1000061035156,253.7899932861328,49598100,0.0290312949015365,250.9459991455078,254.43904695056733,264.1369378226144,238.68095506940568,0.0121841254532499
